year,month,day,skt
1969,5,8,0.24999389648439774
1969,5,9,0.24999389648439774
1969,5,10,0.33999023437502274
1969,5,11,0.44997558593752274
1969,5,12,0.44997558593752274
1969,5,13,0.5500122070312727
1969,5,14,0.5500122070312727
1969,5,15,0.6499877929687727
1969,5,16,0.7499938964843977
1969,5,17,0.9499755859375227
1969,5,18,1.0500122070312727
1969,5,19,1.2499938964843977
1969,5,20,1.3399902343750227
1969,5,21,1.5500122070312727
1969,5,22,1.6499877929687727
1969,5,23,1.8399902343750227
1969,5,24,1.9499755859375227
1969,5,25,2.1499877929687727
1969,5,26,2.2499938964843977
1969,5,27,2.4499755859375227
1969,5,28,2.5500122070312727
1969,5,29,2.6499877929687727
1969,5,30,2.8399902343750227
1969,5,31,2.9499755859375227
1970,5,1,-5.600012207031227
1970,5,2,-7.449987792968727
1970,5,3,-3.1700195312499773
1970,5,4,-3.5400146484374773
1970,5,5,-4.299993896484352
1970,5,6,-3.0499938964843523
1970,5,7,-2.5199951171874773
1970,5,8,-3.8700012207031023
1970,5,9,-3.6000122070312273
1970,5,10,-1.1700195312499773
1970,5,11,-0.8700012207031023
1970,5,12,-1.4499877929687273
1970,5,13,-0.10001220703122726
1970,5,14,-1.2200073242187273
1970,5,15,-1.0699829101562273
1970,5,16,-1.0199951171874773
1970,5,17,-0.05002441406247726
1970,5,18,-0.05002441406247726
1970,5,19,-0.5499938964843523
1970,5,20,-0.5499938964843523
1970,5,21,-0.13999023437497726
1970,5,22,-0.12000122070310226
1970,5,23,-0.7699951171874773
1970,5,24,-1.4200195312499773
1970,5,25,-0.06998291015622726
1970,5,26,-0.10001220703122726
1970,5,27,-0.47000732421872726
1970,5,28,-1.0000061035156023
1970,5,29,-0.5499938964843523
1970,5,30,-0.05002441406247726
1970,5,31,-0.05002441406247726
1971,5,1,-5.470007324218727
1971,5,2,-1.8199829101562273
1971,5,3,-3.3199829101562273
1971,5,4,-4.170019531249977
1971,5,5,-1.4700073242187273
1971,5,6,-4.120001220703102
1971,5,7,-1.8899902343749773
1971,5,8,-5.519995117187477
1971,5,9,-4.870001220703102
1971,5,10,-2.9700073242187273
1971,5,11,-3.8500122070312273
1971,5,12,-3.2200073242187273
1971,5,13,-1.0699829101562273
1971,5,14,-0.5199951171874773
1971,5,15,-2.4499877929687273
1971,5,16,-1.7200073242187273
1971,5,17,-3.7500061035156023
1971,5,18,-1.0499938964843523
1971,5,19,-0.29999389648435226
1971,5,20,-1.0000061035156023
1971,5,21,-0.42001953124997726
1971,5,22,-0.13999023437497726
1971,5,23,-0.10001220703122726
1971,5,24,-0.05002441406247726
1971,5,25,-0.05002441406247726
1971,5,26,-0.10001220703122726
1971,5,27,-0.12000122070310226
1971,5,28,-0.8700012207031023
1971,5,29,-0.7999938964843523
1971,5,30,-0.05002441406247726
1971,5,31,-0.05002441406247726
1972,5,1,-1.4700073242187273
1972,5,2,-0.05002441406247726
1972,5,3,-0.05002441406247726
1972,5,4,-1.7200073242187273
1972,5,5,-0.38999023437497726
1972,5,6,-0.5199951171874773
1972,5,7,-1.9499877929687273
1972,5,8,-0.44998779296872726
1972,5,9,-0.7699951171874773
1972,5,10,-0.6399902343749773
1972,5,11,-1.0000061035156023
1972,5,12,-2.2699951171874773
1972,5,13,-0.8500122070312273
1972,5,14,-1.3199829101562273
1972,5,15,-1.2200073242187273
1972,5,16,-0.44998779296872726
1972,5,17,-0.9499877929687273
1972,5,18,-1.5000061035156023
1972,5,19,-0.05002441406247726
1972,5,20,-1.5699829101562273
1972,5,21,-3.3899902343749773
1972,5,22,-1.1700195312499773
1972,5,23,-0.17001953124997726
1972,5,24,-0.05002441406247726
1972,5,25,-0.37000122070310226
1972,5,26,-0.05002441406247726
1972,5,27,-0.05002441406247726
1972,5,28,-0.06998291015622726
1972,5,29,-1.2999938964843523
1972,5,30,-0.05002441406247726
1972,5,31,-2.5499938964843523
1973,5,1,-14.040014648437477
1973,5,2,-6.519995117187477
1973,5,3,-3.6200012207031023
1973,5,4,-0.13999023437497726
1973,5,5,-1.7200073242187273
1973,5,6,-0.6399902343749773
1973,5,7,-2.3700012207031023
1973,5,8,-7.549993896484352
1973,5,9,-12.420019531249977
1973,5,10,-12.000006103515602
1973,5,11,-6.420019531249977
1973,5,12,-7.350012207031227
1973,5,13,-2.1200012207031023
1973,5,14,-1.3899902343749773
1973,5,15,-0.8700012207031023
1973,5,16,-2.8500122070312273
1973,5,17,-1.3700012207031023
1973,5,18,-1.3199829101562273
1973,5,19,-2.7699951171874773
1973,5,20,-0.05002441406247726
1973,5,21,-0.05002441406247726
1973,5,22,-0.44998779296872726
1973,5,23,-0.7200073242187273
1973,5,24,-0.8199829101562273
1973,5,25,-0.38999023437497726
1973,5,26,-0.12000122070310226
1973,5,27,-0.17001953124997726
1973,5,28,-0.05002441406247726
1973,5,29,-0.7699951171874773
1973,5,30,-2.4700073242187273
1973,5,31,-0.05002441406247726
1974,5,1,-0.42001953124997726
1974,5,2,0.14998779296877274
1974,5,3,0.24999389648439774
1974,5,4,0.24999389648439774
1974,5,5,0.36000976562502274
1974,5,6,0.36000976562502274
1974,5,7,0.44997558593752274
1974,5,8,0.44997558593752274
1974,5,9,0.5599914550781477
1974,5,10,0.5599914550781477
1974,5,11,0.6499877929687727
1974,5,12,0.6499877929687727
1974,5,13,0.7499938964843977
1974,5,14,0.7499938964843977
1974,5,15,0.8600097656250227
1974,5,16,0.9499755859375227
1974,5,17,1.0599914550781477
1974,5,18,1.1499877929687727
1974,5,19,1.2499938964843977
1974,5,20,1.3600097656250227
1974,5,21,1.4499755859375227
1974,5,22,1.5599914550781477
1974,5,23,1.6499877929687727
1974,5,24,1.7499938964843977
1974,5,25,1.8600097656250227
1974,5,26,1.9499755859375227
1974,5,27,2.0599914550781477
1974,5,28,2.1499877929687727
1974,5,29,2.2499938964843977
1974,5,30,2.3600097656250227
1974,5,31,2.4499755859375227
1975,5,1,-3.4400085449218523
1975,5,2,-5.100012207031227
1975,5,3,-1.0000061035156023
1975,5,4,-1.1999877929687273
1975,5,5,-4.139990234374977
1975,5,6,-5.690008544921852
1975,5,7,-4.720007324218727
1975,5,8,-5.049993896484352
1975,5,9,-4.519995117187477
1975,5,10,-0.31998291015622726
1975,5,11,-0.05002441406247726
1975,5,12,-1.8700012207031023
1975,5,13,-1.2200073242187273
1975,5,14,-0.05002441406247726
1975,5,15,-0.05002441406247726
1975,5,16,-0.05002441406247726
1975,5,17,-2.2699951171874773
1975,5,18,-3.7699951171874773
1975,5,19,-6.019995117187477
1975,5,20,-2.6000122070312273
1975,5,21,-0.9700073242187273
1975,5,22,-1.6399902343749773
1975,5,23,-5.370001220703102
1975,5,24,-3.3700012207031023
1975,5,25,-1.3500122070312273
1975,5,26,-0.05002441406247726
1975,5,27,-0.05002441406247726
1975,5,28,-1.2699951171874773
1975,5,29,-0.13999023437497726
1975,5,30,-0.5000061035156023
1975,5,31,-1.4499877929687273
1976,5,1,-1.1200012207031023
1976,5,2,-2.7699951171874773
1976,5,3,-2.4200195312499773
1976,5,4,-4.269995117187477
1976,5,5,-3.0199951171874773
1976,5,6,-0.10001220703122726
1976,5,7,-2.5699829101562273
1976,5,8,-3.3199829101562273
1976,5,9,-1.7500061035156023
1976,5,10,-2.7999938964843523
1976,5,11,-3.4400085449218523
1976,5,12,-4.319982910156227
1976,5,13,-5.449987792968727
1976,5,14,-4.370001220703102
1976,5,15,-3.8899902343749773
1976,5,16,-0.05002441406247726
1976,5,17,-0.6399902343749773
1976,5,18,-0.37000122070310226
1976,5,19,-2.3700012207031023
1976,5,20,-2.0000061035156023
1976,5,21,-3.3500122070312273
1976,5,22,-3.6399902343749773
1976,5,23,-1.3700012207031023
1976,5,24,-2.2900146484374773
1976,5,25,-3.0699829101562273
1976,5,26,-3.7699951171874773
1976,5,27,-4.549993896484352
1976,5,28,-3.2200073242187273
1976,5,29,-3.1399902343749773
1976,5,30,-3.0000061035156023
1976,5,31,-0.7699951171874773
1977,5,1,-1.5199951171874773
1977,5,2,-3.7699951171874773
1977,5,3,-7.540014648437477
1977,5,4,-9.040014648437477
1977,5,5,-0.05002441406247726
1977,5,6,-0.26999511718747726
1977,5,7,-1.0000061035156023
1977,5,8,-2.7500061035156023
1977,5,9,-2.1000122070312273
1977,5,10,-0.25000610351560226
1977,5,11,-0.42001953124997726
1977,5,12,-2.6000122070312273
1977,5,13,-2.7999938964843523
1977,5,14,-1.4200195312499773
1977,5,15,-3.3199829101562273
1977,5,16,-0.35001220703122726
1977,5,17,-4.139990234374977
1977,5,18,-0.26999511718747726
1977,5,19,-0.05002441406247726
1977,5,20,-0.05002441406247726
1977,5,21,-1.5199951171874773
1977,5,22,-2.0699829101562273
1977,5,23,-1.6999877929687273
1977,5,24,-2.1200012207031023
1977,5,25,-2.6700195312499773
1977,5,26,-3.9499877929687273
1977,5,27,-4.670019531249977
1977,5,28,-5.269995117187477
1977,5,29,-4.920019531249977
1977,5,30,-3.6700195312499773
1977,5,31,-2.8500122070312273
1978,5,1,-0.19998779296872726
1978,5,2,0.44997558593752274
1978,5,3,0.5599914550781477
1978,5,4,0.5599914550781477
1978,5,5,0.6499877929687727
1978,5,6,0.6499877929687727
1978,5,7,0.7499938964843977
1978,5,8,0.7499938964843977
1978,5,9,0.8600097656250227
1978,5,10,0.8600097656250227
1978,5,11,0.9499755859375227
1978,5,12,0.9499755859375227
1978,5,13,1.0599914550781477
1978,5,14,1.0599914550781477
1978,5,15,1.1499877929687727
1978,5,16,1.2499938964843977
1978,5,17,1.3600097656250227
1978,5,18,1.5599914550781477
1978,5,19,1.6499877929687727
1978,5,20,1.7499938964843977
1978,5,21,1.8600097656250227
1978,5,22,1.9499755859375227
1978,5,23,2.1499877929687727
1978,5,24,2.2499938964843977
1978,5,25,2.3600097656250227
1978,5,26,2.4499755859375227
1978,5,27,2.5599914550781477
1978,5,28,2.7499938964843977
1978,5,29,2.8600097656250227
1978,5,30,2.9499755859375227
1978,5,31,3.0599914550781477
1979,5,1,-0.35001220703122726
1979,5,2,-0.35001220703122726
1979,5,3,-0.35001220703122726
1979,5,4,-0.35001220703122726
1979,5,5,-0.35001220703122726
1979,5,6,-0.25000610351560226
1979,5,7,-0.25000610351560226
1979,5,8,-0.25000610351560226
1979,5,9,-0.25000610351560226
1979,5,10,-0.13999023437497726
1979,5,11,-0.13999023437497726
1979,5,12,-0.13999023437497726
1979,5,13,-0.13999023437497726
1979,5,14,-0.05002441406247726
1979,5,15,-0.05002441406247726
1979,5,16,0.14998779296877274
1979,5,17,0.24999389648439774
1979,5,18,0.44997558593752274
1979,5,19,0.6499877929687727
1979,5,20,0.7499938964843977
1979,5,21,0.9499755859375227
1979,5,22,1.1499877929687727
1979,5,23,1.2499938964843977
1979,5,24,1.4499755859375227
1979,5,25,1.5599914550781477
1979,5,26,1.7499938964843977
1979,5,27,1.9499755859375227
1979,5,28,2.1499877929687727
1979,5,29,2.3600097656250227
1979,5,30,2.4499755859375227
1979,5,31,2.6499877929687727
1980,5,1,0.24999389648439774
1980,5,2,0.24999389648439774
1980,5,3,0.36000976562502274
1980,5,4,0.44997558593752274
1980,5,5,0.44997558593752274
1980,5,6,0.5599914550781477
1980,5,7,0.6499877929687727
1980,5,8,0.7499938964843977
1980,5,9,0.8600097656250227
1980,5,10,0.8600097656250227
1980,5,11,0.9499755859375227
1980,5,12,1.0599914550781477
1980,5,13,1.1499877929687727
1980,5,14,1.1499877929687727
1980,5,15,1.2499938964843977
1980,5,16,1.3600097656250227
1980,5,17,1.5599914550781477
1980,5,18,1.6499877929687727
1980,5,19,1.7499938964843977
1980,5,20,1.9499755859375227
1980,5,21,2.0599914550781477
1980,5,22,2.1499877929687727
1980,5,23,2.2499938964843977
1980,5,24,2.3600097656250227
1980,5,25,2.5599914550781477
1980,5,26,2.6499877929687727
1980,5,27,2.7499938964843977
1980,5,28,2.9499755859375227
1980,5,29,3.0599914550781477
1980,5,30,3.1499877929687727
1980,5,31,3.3600097656250227
1981,5,1,0.24999389648439774
1981,5,2,0.24999389648439774
1981,5,3,0.24999389648439774
1981,5,4,0.24999389648439774
1981,5,5,0.24999389648439774
1981,5,6,0.24999389648439774
1981,5,7,0.36000976562502274
1981,5,8,0.36000976562502274
1981,5,9,0.36000976562502274
1981,5,10,0.36000976562502274
1981,5,11,0.36000976562502274
1981,5,12,0.44997558593752274
1981,5,13,0.44997558593752274
1981,5,14,0.44997558593752274
1981,5,15,0.44997558593752274
1981,5,16,0.6499877929687727
1981,5,17,0.7499938964843977
1981,5,18,0.9499755859375227
1981,5,19,1.1499877929687727
1981,5,20,1.3600097656250227
1981,5,21,1.4499755859375227
1981,5,22,1.6499877929687727
1981,5,23,1.7499938964843977
1981,5,24,1.9499755859375227
1981,5,25,2.1499877929687727
1981,5,26,2.3600097656250227
1981,5,27,2.5599914550781477
1981,5,28,2.6499877929687727
1981,5,29,2.8600097656250227
1981,5,30,2.9499755859375227
1981,5,31,3.1499877929687727
1982,5,1,-17.170004272460915
1982,5,2,-14.940008544921852
1982,5,3,-3.2500061035156023
1982,5,4,-3.1200012207031023
1982,5,5,-3.6399902343749773
1982,5,6,-2.1700195312499773
1982,5,7,-2.7699951171874773
1982,5,8,-0.19998779296872726
1982,5,9,-0.05002441406247726
1982,5,10,-0.37000122070310226
1982,5,11,-1.2200073242187273
1982,5,12,-0.8899902343749773
1982,5,13,-2.3700012207031023
1982,5,14,-4.889990234374977
1982,5,15,-6.269995117187477
1982,5,16,-1.5199951171874773
1982,5,17,-0.05002441406247726
1982,5,18,-1.2200073242187273
1982,5,19,-1.4400085449218523
1982,5,20,-1.6000122070312273
1982,5,21,-1.2500061035156023
1982,5,22,-1.9899963378906023
1982,5,23,-1.9400085449218523
1982,5,24,-1.9400085449218523
1982,5,25,-1.9400085449218523
1982,5,26,-1.9400085449218523
1982,5,27,-1.9400085449218523
1982,5,28,-1.9400085449218523
1982,5,29,-1.9400085449218523
1982,5,30,-1.9400085449218523
1982,5,31,-1.9400085449218523
1983,5,1,-1.9400085449218523
1983,5,2,-1.9400085449218523
1983,5,3,-1.9400085449218523
1983,5,4,-1.9400085449218523
1983,5,5,-1.9400085449218523
1983,5,6,-1.9400085449218523
1983,5,7,-1.9400085449218523
1983,5,8,-1.9400085449218523
1983,5,9,-1.9400085449218523
1983,5,10,-1.8500122070312273
1983,5,11,-1.7500061035156023
1983,5,12,-1.7500061035156023
1983,5,13,-1.6399902343749773
1983,5,14,-1.5400146484374773
1983,5,15,-1.4400085449218523
1983,5,16,-1.5400146484374773
1983,5,17,-1.5400146484374773
1983,5,18,-1.5400146484374773
1983,5,19,-1.6399902343749773
1983,5,20,-1.6399902343749773
1983,5,21,-1.6399902343749773
1983,5,22,-1.6399902343749773
1983,5,23,-1.7500061035156023
1983,5,24,-1.7500061035156023
1983,5,25,-1.7500061035156023
1983,5,26,-1.7500061035156023
1983,5,27,-1.7500061035156023
1983,5,28,-1.8500122070312273
1983,5,29,-1.8500122070312273
1983,5,30,-1.8500122070312273
1983,5,31,-1.8500122070312273
1984,5,1,-10.639990234374977
1984,5,2,-15.170019531249977
1984,5,3,-15.920019531249977
1984,5,4,-14.670019531249977
1984,5,5,-13.250006103515602
1984,5,6,-11.220007324218727
1984,5,7,-0.6399902343749773
1984,5,8,-2.7699951171874773
1984,5,9,-2.7999938964843523
1984,5,10,-2.1200012207031023
1984,5,11,-5.850012207031227
1984,5,12,-1.0199951171874773
1984,5,13,-3.1999877929687273
1984,5,14,-0.22000732421872726
1984,5,15,-0.05002441406247726
1984,5,16,-1.5499938964843523
1984,5,17,-0.05002441406247726
1984,5,18,-0.05002441406247726
1984,5,19,-0.05002441406247726
1984,5,20,-0.06998291015622726
1984,5,21,-0.05002441406247726
1984,5,22,-0.05002441406247726
1984,5,23,-1.7699951171874773
1984,5,24,-1.5400146484374773
1984,5,25,-1.4400085449218523
1984,5,26,-1.4400085449218523
1984,5,27,-1.3500122070312273
1984,5,28,-1.1399902343749773
1984,5,29,-0.9400085449218523
1984,5,30,-0.6399902343749773
1984,5,31,-0.44000854492185226
1985,5,1,-11.170019531249977
1985,5,2,-9.720007324218727
1985,5,3,-3.6399902343749773
1985,5,4,-1.8899902343749773
1985,5,5,-3.5499938964843523
1985,5,6,-3.5199951171874773
1985,5,7,-1.6000122070312273
1985,5,8,-0.05002441406247726
1985,5,9,-1.4200195312499773
1985,5,10,-3.3700012207031023
1985,5,11,-4.389990234374977
1985,5,12,-3.0699829101562273
1985,5,13,-5.139990234374977
1985,5,14,-5.389990234374977
1985,5,15,-6.750006103515602
1985,5,16,-1.6700195312499773
1985,5,17,-0.05002441406247726
1985,5,18,-0.05002441406247726
1985,5,19,-1.0499938964843523
1985,5,20,-2.9700073242187273
1985,5,21,-1.0499938964843523
1985,5,22,-0.6700195312499773
1985,5,23,-0.05002441406247726
1985,5,24,-0.05002441406247726
1985,5,25,-0.05002441406247726
1985,5,26,-1.7500061035156023
1985,5,27,-0.13999023437497726
1985,5,28,-0.05002441406247726
1985,5,29,-0.05002441406247726
1985,5,30,-0.35001220703122726
1985,5,31,-0.10001220703122726
1986,5,1,-2.8700012207031023
1986,5,2,-0.7200073242187273
1986,5,3,-0.17001953124997726
1986,5,4,-0.7999938964843523
1986,5,5,-1.6399902343749773
1986,5,6,-1.4200195312499773
1986,5,7,-4.319982910156227
1986,5,8,-1.7999938964843523
1986,5,9,-1.9899963378906023
1986,5,10,-1.6200012207031023
1986,5,11,-1.1399902343749773
1986,5,12,-0.8500122070312273
1986,5,13,-1.6900085449218523
1986,5,14,-2.8700012207031023
1986,5,15,-2.0499938964843523
1986,5,16,-0.6999877929687273
1986,5,17,-0.5499938964843523
1986,5,18,-0.7999938964843523
1986,5,19,-1.4700073242187273
1986,5,20,-1.1399902343749773
1986,5,21,-1.1399902343749773
1986,5,22,-1.0400146484374773
1986,5,23,-1.0400146484374773
1986,5,24,-0.9400085449218523
1986,5,25,-0.9400085449218523
1986,5,26,-0.8500122070312273
1986,5,27,-0.7500061035156023
